City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Amaravati,2018-06-06,32.33,55.74,3.37,18.42,21.790000000000003,13.99,0.51,6.22,,1.84,76.32,21.259375,55.74,Satisfactory
Amaravati,2018-06-07,19.29,31.22,2.93,13.9,16.830000000000002,17.3,,5.87,65.87,1.7326666666666668,71.24933333333333,,65.87,Satisfactory
Amaravati,2018-06-08,17.99,29.24,2.8,10.45,13.25,14.89,0.32,6.37,,1.6253333333333333,66.17866666666666,18.438125,63.95,Satisfactory
Amaravati,2018-06-09,12.72,24.79,2.33,9.03,11.36,10.79,0.4,5.82,72.26,1.518,61.108,17.027500000000003,72.26,Satisfactory
Amaravati,2018-06-10,13.65,35.39,1.9,6.11,8.01,9.14,0.46,,60.03,1.4106666666666667,,15.616875000000002,60.03,Satisfactory
Amaravati,2018-06-11,17.64,,3.95,10.06,14.010000000000002,9.74,0.49,5.81,46.41,1.3033333333333337,50.96666666666666,14.20625,47.81,Good
Amaravati,2018-06-12,23.43,57.11,5.5,13.82,19.32,10.29,0.79,6.68,46.96,1.1960000000000002,45.896,12.795625,57.11,Satisfactory
Amaravati,2018-06-13,25.92,68.27,4.85,15.08,19.93,,0.61,6.36,36.27,1.088666666666667,40.82533333333333,11.385000000000002,68.27,Satisfactory
Amaravati,2018-06-14,32.7,103.88,3.83,,15.66,11.4,0.55,8.41,47.71,0.9813333333333334,,9.974375000000002,102.91355704697986,Moderate
Amaravati,2018-06-15,31.58,107.31,4.62,13.57,18.19,13.41,1.13,8.66,62.14,0.8740000000000001,30.684,8.563750000000002,105.19255033557047,Moderate
Amaravati,2018-06-16,22.9,69.96,3.08,10.96,14.04,10.54,0.75,5.29,61.1,0.7666666666666668,25.61333333333333,7.153125000000001,69.96,Satisfactory
Amaravati,2018-06-17,24.23,78.11,3.0,8.32,11.32,10.85,0.98,9.0,,0.6593333333333333,20.54266666666667,5.7425,78.11,Satisfactory
Amaravati,2018-06-18,17.92,68.72,,7.85,11.38,10.72,0.46,6.66,52.83,0.552,15.472,4.331875,68.72,Satisfactory
Amaravati,2018-06-19,,55.59,4.73,9.13,13.86,,0.84,6.18,54.36,0.4446666666666667,10.40133333333334,2.921250000000001,55.59,Satisfactory
Amaravati,2018-06-20,19.06,59.46,4.75,11.31,16.060000000000002,10.32,1.02,5.43,,0.3373333333333332,5.330666666666673,1.510625000000001,62.58,Satisfactory
Amaravati,2018-06-21,18.81,55.66,3.91,11.7,15.61,11.32,1.01,5.53,62.72,0.23,0.26,,62.72,Satisfactory
Amaravati,2018-06-22,18.69,50.06,3.479999999999998,12.39,15.87,12.21,0.81,7.62,364.1726584500652,0.38,0.2,0.1,68.32,Satisfactory
Amaravati,2018-06-23,17.85,43.47,3.35,11.42,,11.67,1.05,6.86,63.17,0.41,,0.1,63.17,Satisfactory
Amaravati,2018-06-24,18.09,45.11,3.0,7.26,10.26,9.25,1.0,6.14,64.6,0.4,0.24,0.1,64.6,Satisfactory
Amaravati,2018-06-25,18.93,60.89,3.85,7.4,11.25,10.94,0.55,6.76,50.27,0.43,0.26,0.1,60.89,Satisfactory
Amaravati,2018-06-26,16.86,48.26,2.98,8.54,11.52,10.01,0.52,,50.39,0.36,0.22,0.1,48.26,Good
Amaravati,2018-06-27,16.85,,5.26,10.6,15.86,,0.57,7.55,43.4,0.38,0.25,0.2,54.97,Satisfactory
Amaravati,2018-06-28,16.46,33.5,5.95,17.41,23.36,11.74,0.61,4.72,40.44,0.48,0.5,0.3,40.44,Good
Amaravati,2018-06-29,18.4,49.43,,13.66,,13.37,0.38,5.51,48.0,0.4,0.28,0.1,49.43,Good
Amaravati,2018-06-30,20.31,49.14,,,16.6,12.81,0.41,7.54,61.59,0.39,0.25,0.1,61.59,Satisfactory
Amaravati,2018-07-01,23.99,46.59,3.45,,20.09,15.06,0.51,5.01,46.14,0.34,0.32,0.13,46.59,Good
Amaravati,2018-07-02,20.36,41.99,4.47,15.53,20.0,13.73,0.52,6.62,53.13,0.32,0.27,0.11,53.13,Satisfactory
Amaravati,2018-07-03,15.08,38.79,5.11,,19.07,10.28,0.4,4.9,44.36,0.32,0.25,0.11,44.36,Good
Amaravati,2018-07-04,19.42,69.33,5.64,13.23,18.87,10.96,,5.6,,0.29,,0.1,69.33,Satisfactory
Amaravati,2018-07-05,13.93,48.97,,10.72,15.830000000000002,,0.33,6.52,44.77,0.3,0.25,0.1,48.97,Good
Amaravati,2018-07-06,18.29,41.01,6.12,17.63,23.75,13.21,0.63,6.53,37.35,0.32,0.29,,41.01,Good
Amaravati,2018-07-07,17.25,32.02,2.58,6.82,9.4,11.04,0.37,4.65,65.23,0.29,0.2,0.2,65.23,Satisfactory
Amaravati,2018-07-08,,26.94,2.11,5.31,7.42,9.79,0.46,5.17,54.03,0.26,0.2,1.37,54.03,Satisfactory
Amaravati,2018-07-09,16.83,38.25,,7.43,10.47,9.56,0.37,5.69,61.43,0.28,,2.54,61.43,Satisfactory
Amaravati,2018-07-10,18.16,38.17,3.03,6.81,9.84,10.87,0.36,5.36,53.27,0.24,,3.71,53.27,Satisfactory
Amaravati,2018-07-11,16.89,30.98,2.61,6.37,8.98,10.19,0.39,6.75,,0.35,0.87,4.88,54.84,Satisfactory
Amaravati,2018-07-12,15.95,25.24,7.52,,14.68,16.27,0.64,8.77,37.76,0.28,,0.1,37.76,Good
Amaravati,2018-07-13,14.05,30.86,2.4,7.74,10.14,13.78,0.16,6.45,30.33,0.26,0.09,0.1,30.86,Good
Amaravati,2018-07-14,9.85,,3.12,7.5,10.62,15.05,0.4,6.02,21.63,,0.08,0.1,29.97,Good
Amaravati,2018-07-15,8.68,26.62,2.19,5.01,7.199999999999999,12.07,0.31,6.29,19.52,,0.06,,26.62,Good
Amaravati,2018-07-16,7.5,24.01,3.64,6.56,10.2,,0.3,7.42,20.89,0.23,0.08,0.1,24.01,Good
Amaravati,2018-07-17,7.75,28.62,4.99,8.7,,13.07,0.44,10.4,,0.21,0.09,0.1,28.62,Good
Amaravati,2018-07-18,,41.47,4.1,11.13,15.23,14.62,0.47,9.94,28.24,,0.09,0.1,41.47,Good
Amaravati,2018-07-19,12.7,,4.31,9.81,14.12,11.05,0.42,8.98,32.3,0.22,0.1,,49.26,Good
Amaravati,2018-07-20,14.48,35.5,5.28,,18.05,12.61,0.5,9.81,24.28,0.19,0.07,0.1,35.5,Good
Amaravati,2018-07-21,17.96,47.61,5.68,14.95,20.63,14.75,0.69,6.51,32.73,0.19,0.12,0.15,47.61,Good
Amaravati,2018-07-22,16.87,,2.22,7.8,10.02,14.92,0.38,12.46,31.82,0.18,0.06,,31.82,Good
Amaravati,2018-07-23,121.48235157465378,62.29,7.42,15.94,23.36,,0.47,13.78,34.5,0.24,,0.1,62.29,Satisfactory
Amaravati,2018-07-24,17.42,56.44,5.71,16.26,21.97,15.6,0.47,11.83,,0.21,0.11,0.1,56.44,Satisfactory
Amaravati,2018-07-25,17.79,68.97,7.15,16.25,23.4,14.24,0.62,10.42,,0.16,0.08,0.2,68.97,Satisfactory
Amaravati,2018-07-26,18.75,82.27,4.66,15.45,,16.15,0.55,9.13,27.44,0.16,0.1,0.1666666666666666,82.27,Satisfactory
Amaravati,2018-07-27,11.92,46.76,,7.75,,16.19,0.57,10.97,29.93,0.13,0.05,0.1333333333333333,46.76,Good
Amaravati,2018-07-28,17.74,80.26,10.41,20.1,30.51,18.23,,10.98,27.33,0.2,0.19,0.1,80.26,Satisfactory
Amaravati,2018-07-29,21.78,76.32,5.21,20.63,25.84,18.8,0.44,9.64,25.7,0.16,0.18,0.1,76.32,Satisfactory
Amaravati,2018-07-30,,98.01,9.45,24.83,34.28,18.71,0.54,6.69,31.12,0.13,0.12,0.1,98.01,Satisfactory
Amaravati,2018-07-31,27.1,112.48,9.04,23.91,32.95,21.23,0.47,12.6,23.43,0.16,0.22,0.1,108.62765100671142,Moderate
Amaravati,2018-08-01,20.21,,4.66,,,18.05,0.34,6.74,29.91,0.12,0.08,0.1,91.71,Satisfactory
Amaravati,2018-08-02,18.52,51.48,6.99,18.33,25.32,20.07,0.43,12.46,28.73,0.13,0.1,0.1,51.48,Satisfactory
Amaravati,2018-08-03,,70.1,10.330000000000002,21.95,32.28,21.89,0.5,8.64,26.4,0.13,0.14,0.12,70.1,Satisfactory
Amaravati,2018-08-04,21.79,75.21,4.79,15.65,,19.74,0.38,11.1,30.57,0.12,0.08,0.2,75.21,Satisfactory
Amaravati,2018-08-05,24.0,80.0,1.4,28.8,30.2,35.2,0.95,2.9,17.6,0.2,0.1,0.1666666666666666,80.0,Satisfactory
Amaravati,2018-08-06,17.79,72.48,,14.87,20.43,16.48,0.42,11.28,30.9,0.16,,0.1333333333333333,72.48,Satisfactory
Amaravati,2018-08-07,18.47,52.91,7.36,16.89,24.25,16.57,,11.49,22.14,0.11,0.09,0.1,52.91,Satisfactory
Amaravati,2018-08-08,16.73,40.15,6.61,16.05,22.66,19.69,0.44,9.02,20.11,,0.07,,40.15,Good
Amaravati,2018-08-09,18.72,57.71,7.08,25.46,32.54,22.11,0.42,12.33,18.28,0.12,0.15,,57.71,Satisfactory
Amaravati,2018-08-10,11.39,28.72,4.4,11.2,,24.46,0.39,9.47,21.17,0.12,,0.1,28.72,Good
Amaravati,2018-08-11,10.62,19.96,,9.32,13.03,17.43,,10.32,14.62,0.07,0.03,,29.5,Good
Amaravati,2018-08-12,8.1,15.83,2.78,8.58,11.36,11.88,0.77,8.72,14.52,0.0,0.0,0.1,38.5,Good
Amaravati,2018-08-13,9.28,16.42,5.01,7.85,12.86,14.27,0.92,8.12,12.29,0.04,0.03,0.1,46.0,Good
Amaravati,2018-08-14,7.45,20.5,3.99,8.92,12.91,14.63,0.88,8.35,16.01,0.05,0.04,0.1,44.0,Good
Amaravati,2018-08-15,15.32,45.04,3.13,,13.61,15.07,0.88,8.93,14.12,0.1,0.06,0.1,45.04,Good
Amaravati,2018-08-16,8.84,23.71,3.77,6.74,10.51,18.92,0.95,8.39,21.01,0.1,0.02,,47.5,Good
Amaravati,2018-08-17,,24.61,3.02,7.96,10.98,13.6,0.96,11.82,26.34,0.1,,,48.0,Good
Amaravati,2018-08-18,12.51,32.52,2.71,6.6000000000000005,9.31,,0.86,9.47,28.28,0.1,0.02,0.1,43.0,Good
Amaravati,2018-08-19,8.71,14.17,1.3600000000000003,6.04,7.4,20.04,1.03,8.12,22.3,0.1,0.01,0.1,22.3,Good
Amaravati,2018-08-20,10.46,,6.49,11.24,17.73,13.4,0.99,10.48,18.45,0.17,0.09,0.1,49.5,Good
Amaravati,2018-08-21,,27.28,5.81,11.69,17.5,9.62,1.2,9.05,24.93,,0.07,0.1,56.44444444444444,Satisfactory
Amaravati,2018-08-22,7.0,,,,9.36,,1.08,8.39,17.77,0.09,0.0,0.1,17.77,Good
Amaravati,2018-08-23,11.44,-32.62,3.08,12.02,15.1,,0.74,8.98,33.9,0.1,0.08,0.125,37.0,Good
Amaravati,2018-08-24,15.76,40.74,4.78,19.03,23.81,16.38,1.36,9.46,23.34,0.1,0.09,0.15,65.15555555555555,Satisfactory
Amaravati,2018-08-25,18.79,60.26,5.2,,,18.52,1.1,10.01,22.54,0.1,0.07,0.1,60.26,Satisfactory
Amaravati,2018-08-26,15.05,43.47,3.3,14.59,17.89,19.91,0.95,10.12,22.85,0.1,0.04,,47.5,Good
Amaravati,2018-08-27,10.1,,4.73,13.33,18.06,19.26,0.87,9.24,20.67,,0.08,0.1,43.5,Good
Amaravati,2018-08-28,14.43,43.47,,,22.7,,0.95,9.76,24.54,0.09,0.06,0.13,47.5,Good
Amaravati,2018-08-29,22.65,57.46,4.52,16.8,21.32,,1.18,8.89,29.44,0.1,0.08,0.1,57.46,Satisfactory
Amaravati,2018-08-30,28.45,81.89,6.68,19.36,26.04,20.7,1.39,9.78,29.76,0.1,0.07,0.1,81.89,Satisfactory
Amaravati,2018-08-31,24.94,69.22,3.56,,23.55,20.42,,,,0.04,0.06,0.1,69.22,Satisfactory
Amaravati,2018-09-01,26.24,62.75,,21.34,25.97,24.55,1.68,11.17,27.98,0.07,0.12,0.1,82.57777777777777,Satisfactory
Amaravati,2018-09-02,30.6,,7.16,24.63,31.79,22.37,1.71,11.64,24.36,0.11,0.18,0.12,84.21111111111111,Satisfactory
Amaravati,2018-09-03,21.81,78.68,12.19,23.75,35.94,21.76,1.64,,29.05,0.09,0.07,0.11,80.39999999999999,Satisfactory
Amaravati,2018-09-04,24.22,86.08,9.81,26.49,36.3,21.11,1.68,11.54,26.93,0.09,0.1,0.1,86.08,Satisfactory
Amaravati,2018-09-05,,71.36,5.45,17.14,22.59,20.62,1.82,12.89,29.25,0.07,0.09,0.1,90.2,Satisfactory
Amaravati,2018-09-06,25.11,,6.01,21.87,27.880000000000003,16.71,1.57,11.73,31.81,0.09,0.08,0.1,81.43,Satisfactory
Amaravati,2018-09-07,31.3,101.05,9.49,25.22,34.71,18.06,1.48,11.06,35.61,0.08,0.16,0.1,101.03322147651006,Moderate
Amaravati,2018-09-08,27.1,89.38,,21.31,32.89,23.69,1.54,10.21,28.77,0.08,0.11,0.1,89.38,Satisfactory
Amaravati,2018-09-09,26.915,,4.776432161127486,24.062035175482244,28.838467336618752,23.83,1.4300000000000002,,33.2,0.06,0.11,,80.66499999999999,Satisfactory
Amaravati,2018-09-10,26.73,71.95,12.65,30.67,43.32,23.97,1.32,12.74,37.63,0.04,0.11,0.13,71.95,Satisfactory
Amaravati,2018-09-11,33.28,75.5,10.44,32.4,42.84,23.03,1.11,8.91,30.15,0.07,0.07,0.1,75.5,Satisfactory
Amaravati,2018-09-12,40.66,82.62,4.78,23.58,28.36,21.37,-0.76,10.9,38.55,0.05,0.03,0.1,82.62,Satisfactory
Amaravati,2018-09-13,40.56,,2.56,,,22.66,0.62,11.29,37.87,0.07,0.11,0.1,67.15310344827587,Satisfactory
Amaravati,2018-09-14,37.93,67.4,3.85,20.86,,19.44,0.78,8.91,34.81,0.07,0.17,0.14,67.4,Satisfactory
Amaravati,2018-09-15,31.64,69.39,2.6,18.65,21.25,24.14,0.66,9.58,39.56,0.06,0.07,0.1,69.39,Satisfactory
Amaravati,2018-09-16,29.665,59.3,4.77643216082245,24.06203517577327,28.83846733659323,21.62,1.11,9.585,39.925,0.05,0.07,0.1,59.3,Satisfactory
Amaravati,2018-09-17,27.69,49.21,7.18,27.31,,19.1,1.56,9.59,40.29,0.04,0.07,0.1,76.04444444444445,Satisfactory
Amaravati,2018-09-18,22.12,34.83,3.73,16.1,19.83,18.14,1.34,10.48,41.51,0.01,0.02,0.1,64.06666666666666,Satisfactory
Amaravati,2018-09-19,29.25,52.84,4.16,17.41,21.57,17.82,0.81,11.24,42.2,0.0,0.03,0.1,52.84,Satisfactory
Amaravati,2018-09-20,,,3.61,26.27,29.88,18.04,0.65,13.38,25.95,0.05,0.18,,80.97,Satisfactory
Amaravati,2018-09-21,35.02,71.42,2.84,21.04,,19.86,0.74,6.28,41.37,0.02,0.03,0.1,71.42,Satisfactory
Amaravati,2018-09-22,24.29,50.33,3.45,13.45,16.9,18.22,0.97,14.1,47.86,0.03,0.07,0.1,48.5,Good
Amaravati,2018-09-23,19.69,50.18,3.1,12.18,15.28,16.71,0.43,12.28,27.91,0.0,0.02,4.2,32.81666666666667,Good
Amaravati,2018-09-24,18.81,50.51,6.24,14.01,20.25,15.48,0.92,14.67,20.67,0.01,0.02,8.3,46.0,Good
Amaravati,2018-09-25,26.13,60.44,8.3,22.94,31.24,19.43,0.82,27.0,,0.03,7.96,12.4,60.44,Satisfactory
Amaravati,2018-09-26,24.08,45.81,8.169999999999998,27.49,35.66,18.56,0.84,13.47,27.49,0.03,0.07,0.12,45.81,Good
Amaravati,2018-09-27,21.81,37.31,6.87,,,19.6,0.62,17.33,25.36,0.02,,-0.1177777777777777,37.31,Good
Amaravati,2018-09-28,11.15,34.75,,12.53,,22.26,0.71,11.43,21.89,0.01,0.03,0.1155555555555555,35.5,Good
Amaravati,2018-09-29,14.58,41.04,,,30.84,15.78,0.85,14.92,20.11,0.03,0.06,0.1133333333333333,42.5,Good
Amaravati,2018-09-30,11.78,,10.61,14.900000000000002,25.51,16.9,,11.9,25.72,0.01,0.06,0.1111111111111111,42.61,Good
Amaravati,2018-10-01,,37.07,6.59,12.51,19.1,18.93,0.75,8.48,21.47,0.0,0.03,0.1088888888888889,37.5,Good
Amaravati,2018-10-02,9.7,30.1,,,34.03,16.77,0.72,,14.92,0.01,,0.1066666666666666,36.0,Good
Amaravati,2018-10-03,72.04973942275227,41.43,8.07,14.11,22.18,16.96,0.79,19.9,43.39,0.04,0.06,0.1044444444444444,43.39,Good
Amaravati,2018-10-04,,39.67,7.63,14.53,22.16,16.17,0.54,13.81,30.86,0.01,0.05,0.1022222222222222,39.67,Good
Amaravati,2018-10-05,25.88,56.44,6.94,,24.73,15.01,0.84,12.41,27.48,0.04,0.21,0.1,56.44,Satisfactory
Amaravati,2018-10-06,49.7,109.35,8.38,25.91,34.29,,0.76,,46.63,0.05,0.16,0.1,106.5479865771812,Moderate
Amaravati,2018-10-07,68.66,163.06,11.84,36.24,48.08,26.12,0.86,10.92,28.42,0.09,,0.105,142.2344966442953,Moderate
Amaravati,2018-10-08,53.52,122.89,14.4,35.17,49.57,16.36,1.44,13.94,52.71,0.06,0.08,0.11,115.5443624161074,Moderate
Amaravati,2018-10-09,65.16,,,52.69,75.14,18.53,1.07,25.5,37.46,0.08,0.14,0.1,156.70577181208054,Moderate
Amaravati,2018-10-10,52.88,172.08,5.52,26.45,,21.36,0.81,31.74,57.33,0.04,0.05,0.1,148.22765100671143,Moderate
Amaravati,2018-10-11,54.08,157.38,3.63,26.71,,17.82,1.02,27.31,76.78,0.06,0.03,0.1,138.46053691275168,Moderate
Amaravati,2018-10-12,40.99,122.69,4.32,29.54,33.86,17.01,0.6,24.37,44.5,0.06,0.08,0.1,115.41147651006712,Moderate
Amaravati,2018-10-13,47.2,702.706759942897,5.83,28.13,33.96,19.97,0.88,16.73,,0.06,0.09,0.1,111.25879194630872,Moderate
Amaravati,2018-10-14,39.22,102.6,4.9,,,22.01,0.95,,,0.0,,0.1,102.06308724832216,Moderate
Amaravati,2018-10-15,36.86,76.61,8.26,27.36,35.62,20.86,1.09,9.33,,0.02,0.12,0.14,76.61,Satisfactory
Amaravati,2018-10-16,34.41,72.03,,,35.73,19.19,1.07,10.8,21.99,0.02,0.19,,72.03,Satisfactory
Amaravati,2018-10-17,22.05,,6.039999999999999,,24.96,19.77,0.94,10.51,26.78,0.0,0.02,0.26,48.93,Good
Amaravati,2018-10-18,32.086,75.794,,24.06203517548491,28.83846733659876,18.938,,16.184,30.342,0.018,0.046,0.24,75.794,Satisfactory
Amaravati,2018-10-19,42.122,102.658,4.776432160975146,24.062035175723857,28.838467336705676,18.106,1.048,21.858000000000004,33.904,0.036,0.072,0.22,102.1016241610738,Moderate
Amaravati,2018-10-20,52.158,129.522,4.776432160999912,24.06203517568992,28.83846733669705,17.274,1.102,27.532000000000004,37.466,,0.098,0.2,119.95085906040268,Moderate
Amaravati,2018-10-21,62.194,156.386,,,28.838467336757297,16.442,1.156,33.206,41.028000000000006,,0.124,0.18,137.80009395973156,Moderate
Amaravati,2018-10-22,72.23,183.25,,,49.39,15.61,1.21,38.88,44.59,0.09,0.15,0.16,155.6493288590604,Moderate
Amaravati,2018-10-23,,155.98,11.55,25.88,37.43,14.58,1.29,11.32,34.32,0.06,0.08,,137.5303355704698,Moderate
Amaravati,2018-10-24,63.54,130.58,4.41,25.81,30.22,,1.17,19.34,,0.07,,0.12,120.65382550335572,Moderate
Amaravati,2018-10-25,52.92,125.33,4.1,37.63,41.73,,1.66,13.7,45.81,0.06,0.11,0.1,117.16557046979868,Moderate
Amaravati,2018-10-26,148.39915395120818,128.8,9.84,36.38,,16.01,1.18,13.43,41.17,0.08,0.15,0.1,119.47114093959732,Moderate
Amaravati,2018-10-27,,167.05,,45.82,47.61,14.06,1.35,23.42,39.0,0.07,,0.14,144.8855704697987,Moderate
Amaravati,2018-10-28,53.53,,1.52,38.23,39.75,13.73,0.88,15.52,37.22,0.07,0.28,0.14,113.02617449664427,Moderate
Amaravati,2018-10-29,,115.41,1.38,36.77,38.150000000000006,15.37,1.16,,37.42,0.08,0.22,0.1,110.57442953020134,Moderate
Amaravati,2018-10-30,58.65,125.68,1.2299999999999969,36.24,37.47,14.82,1.26,14.54,,0.07,0.13,0.13,117.39812080536912,Moderate
Amaravati,2018-10-31,33.33,65.58,1.24,19.63,20.87,12.35,0.88,,32.06,0.04,0.15,0.125,65.58,Satisfactory
Amaravati,2018-11-01,17.62,37.38,5.59,35.39,40.98,15.23,0.6,12.5,37.06,0.0,0.02,0.12,44.2375,Good
Amaravati,2018-11-02,14.54,53.23,9.13,36.62,45.75,1.81,0.84,8.95,20.93,0.0,,0.115,53.23,Satisfactory
Amaravati,2018-11-03,12.7,38.49,,,35.34,1.62,0.89,8.59,23.45,0.0,0.05,,44.5,Good
Amaravati,2018-11-04,16.86,36.56,4.6,26.48,31.08,2.72,0.55,10.19,21.33,0.0,0.05,,36.56,Good
Amaravati,2018-11-05,21.58,68.71,20.4,39.44,59.84,3.41,0.73,10.43,19.42,0.0,0.07,0.1,68.71,Satisfactory
Amaravati,2018-11-06,23.22,64.84,20.42,39.56,59.98,2.15,0.89,10.33,21.33,0.01,0.11,0.1,64.84,Satisfactory
Amaravati,2018-11-07,28.39,71.27,11.5,45.23,56.73,0.3,1.04,10.36,35.14,0.01,0.05,0.1,71.27,Satisfactory
Amaravati,2018-11-08,43.23,97.64,5.87,48.0,53.87,0.75,0.84,15.03,36.26,0.01,0.07,0.1,97.64,Satisfactory
Amaravati,2018-11-09,51.51,111.28,,57.93,78.00999999999999,2.03,1.07,12.3,,,0.11,0.1,107.8303355704698,Moderate
Amaravati,2018-11-10,56.85,,16.11,62.91,79.02,2.73,0.82,18.89,27.44,0.03,0.09,0.1,110.63422818791946,Moderate
Amaravati,2018-11-11,68.25,129.41,15.11,65.0,80.11,3.53,1.22,25.14,30.3,0.08,0.29,0.1,125.75,Moderate
Amaravati,2018-11-12,,164.24,14.25,80.74,94.99,,1.21,30.44,33.39,0.1,0.39,,181.15586206896552,Moderate
Amaravati,2018-11-13,77.38,173.47,,75.54,,4.88,1.15,30.69,35.94,0.09,0.29,0.16,156.9179310344827,Moderate
Amaravati,2018-11-14,71.23,160.66,15.11,89.44,104.55,3.45,1.48,38.91,32.4,0.12,0.56,0.2,140.63986577181208,Moderate
Amaravati,2018-11-15,-38.29,93.11,6.56,64.69,71.25,7.46,1.32,24.47,43.96,0.08,0.09,0.15,93.11,Satisfactory
Amaravati,2018-11-16,15.69,,15.32,46.68,62.0,8.41,0.73,10.63,18.09,0.01,0.06,0.1,58.13641025641026,Satisfactory
Amaravati,2018-11-17,16.21,48.0,13.93,43.42,57.35,,0.87,7.51,17.51,0.01,0.07,0.1,54.04051282051282,Satisfactory
Amaravati,2018-11-18,19.48,46.57,14.56,35.919999999999995,50.48,10.76,0.84,7.49,15.47,0.01,0.07,0.1,46.57,Good
Amaravati,2018-11-19,26.8,66.67,,38.81,44.25,9.87,1.03,9.65,22.63,,0.04,0.1,66.67,Satisfactory
Amaravati,2018-11-20,,100.01,3.87,38.27,42.14,10.18,1.07,12.15,35.86,0.0,0.04,0.1,80.31551724137931,Satisfactory
Amaravati,2018-11-21,50.02,100.82,3.59,47.93,51.52,7.09,0.89,16.66,43.61,0.02,,0.1,83.13724137931035,Satisfactory
Amaravati,2018-11-22,59.2,112.7,,60.41,66.33,6.46,0.86,31.55,39.89,,0.16,0.1,108.77382550335572,Moderate
Amaravati,2018-11-23,56.0,112.5,11.95,87.35,99.3,4.5,1.43,13.65,59.8,0.1,0.1,0.1,108.64093959731544,Moderate
Amaravati,2018-11-24,51.25,107.69,2.74,82.32,85.05999999999999,2.1,1.08,,57.6,0.04,0.01,0.1,105.44503355704698,Moderate
Amaravati,2018-11-25,78.19,183.0,5.87,78.98,84.85000000000001,3.41,1.32,19.96,50.12,0.05,0.08,0.1,159.68310344827586,Moderate
Amaravati,2018-11-26,85.11,183.15,9.11,97.16,106.27,3.61,1.28,17.17,37.99,0.1,0.23,0.11,183.30655172413796,Moderate
Amaravati,2018-11-27,93.95,190.73,,,124.69,3.81,1.81,20.78,,0.11,0.3,0.15,211.07068965517243,Poor
Amaravati,2018-11-28,80.96,152.44,4.73,89.01,93.74,2.95,1.51,15.71,41.41,0.12,,,169.13931034482755,Moderate
Amaravati,2018-11-29,,97.29,,66.83,70.47,2.12,1.84,19.81,,0.09,0.04,0.12,97.29,Satisfactory
Amaravati,2018-11-30,60.52,154.02,6.73,81.64,88.37,6.0,0.9,,33.93,0.05,0.17,0.13,136.2280536912752,Moderate
Amaravati,2018-12-01,77.86,159.49,10.69,90.28,,4.66,1.16,14.21,22.45,0.1,0.5,0.13,158.55655172413793,Moderate
Amaravati,2018-12-02,70.89,125.4,3.58,68.12,71.7,1.79,1.17,13.87,29.82,0.07,0.44,0.12,134.76241379310346,Moderate
Amaravati,2018-12-03,74.34,129.57,4.54,69.78,74.32000000000001,3.38,1.09,14.03,33.95,0.09,0.12,,146.54000000000002,Moderate
Amaravati,2018-12-04,97.09,,4.09,,91.04,1.52,1.11,13.62,33.03,0.1,0.12,0.12,221.79,Poor
Amaravati,2018-12-05,89.63,,4.32,76.89,81.21000000000001,10.9,1.6,,32.5,0.1,,0.1159999999999999,198.7368965517241,Moderate
Amaravati,2018-12-06,86.92,139.02,4.57,85.21,,8.52,1.11,13.06,35.15,0.09,0.08,0.112,189.4855172413793,Moderate
Amaravati,2018-12-07,100.1,155.25,4.45,92.4,96.85,6.31,0.76,10.86,27.99,0.1,0.11,0.108,232.0655172413793,Poor
Amaravati,2018-12-08,110.12,172.67,5.15,92.9,98.05,8.66,1.37,11.12,33.26,0.1,0.05,0.104,266.2717241379311,Poor
Amaravati,2018-12-09,111.21,170.04,4.42,76.7,81.12,10.99,1.47,10.17,31.17,0.06,0.06,0.1,269.99275862068964,Poor
Amaravati,2018-12-10,107.24,162.72,5.85,72.27,78.11999999999999,13.91,1.14,9.58,,0.09,0.04,0.1,256.44,Poor
Amaravati,2018-12-11,186.22180034075936,160.83,5.59,72.19,77.78,17.31,1.23,11.7,29.51,,0.05,0.1,196.8251724137931,Moderate
Amaravati,2018-12-12,93.1,163.9,5.46,77.58,83.03999999999999,16.59,0.97,13.75,,0.1,0.11,0.12,208.16896551724136,Poor
Amaravati,2018-12-13,,160.28,6.68,79.86,,,0.97,,29.35,0.1,0.16,0.14,155.4158620689655,Moderate
Amaravati,2018-12-14,90.61,164.19,5.37,74.89,80.26,16.85,1.07,17.68,31.59,0.11,0.3,0.15,142.98530201342282,Moderate
Amaravati,2018-12-15,96.57,174.31,3.33,57.77,61.1,18.28,1.1,23.81,39.75,0.11,0.11,0.1,220.01482758620688,Poor
Amaravati,2018-12-16,78.15,137.52,3.6,50.62,54.22,20.78,0.96,,26.46,0.07,0.15,0.1,159.54655172413794,Moderate
Amaravati,2018-12-17,19.26,22.54,2.0,30.38,32.379999999999995,,0.7,10.94,18.91,0.0,0.0,0.1,37.975,Good
Amaravati,2018-12-18,10.89,19.98,2.2,28.6,30.8,22.45,0.45,12.41,17.5,0.0,0.0,0.1,35.75,Good
Amaravati,2018-12-19,,33.04,4.770000000000003,39.69,44.46,23.12,0.67,44.59,19.12,0.0,0.01,0.1,55.51051282051282,Satisfactory
Amaravati,2018-12-20,,69.23,9.24,67.05,76.28999999999999,20.44,1.28,57.72,22.1,,0.07,0.1,83.72948717948717,Satisfactory
