City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Amaravati,2018-06-15,31.58,107.31,4.62,13.57,18.19,13.41,1.13,8.66,62.14,,,,128.0,Moderate
Amaravati,2018-06-16,22.9,69.96,3.08,10.96,14.040000000000001,10.54,0.75,5.29,61.1,,,,113.0,Moderate
Amaravati,2018-06-17,24.23,78.11,3.0,8.32,11.32,10.85,0.98,9.0,59.68,,,,87.0,Satisfactory
Amaravati,2018-06-18,17.92,68.72,,7.85,11.379999999999999,10.72,0.46,6.66,52.83,,,,79.0,Satisfactory
Amaravati,2018-06-19,17.38,55.59,4.73,9.13,13.860000000000001,9.36,0.84,6.18,54.36,,,,69.0,Satisfactory
Amaravati,2018-06-20,19.06,59.46,4.75,11.31,16.060000000000002,10.32,1.02,5.43,62.58,,,,78.0,Satisfactory
Amaravati,2018-06-21,18.81,55.66,3.91,11.7,15.61,11.32,1.01,5.53,62.72,0.23,0.26,0.1,88.0,Satisfactory
Amaravati,2018-06-22,18.69,50.06,,12.39,15.870000000000001,12.21,0.81,7.62,68.32,0.38,0.2,,101.0,Moderate
Amaravati,2018-06-23,17.85,43.47,3.35,,14.77,11.67,1.05,6.86,63.17,0.41,0.24,,80.0,Satisfactory
Amaravati,2018-06-24,18.09,45.11,3.0,7.26,,9.25,1.0,6.14,64.6,0.4,0.24,0.1,89.0,Satisfactory
Amaravati,2018-06-25,18.93,60.89,3.85,,11.25,10.94,0.55,6.76,50.27,0.43,0.26,,71.0,Satisfactory
Amaravati,2018-06-26,16.86,48.26,2.98,8.54,11.52,10.01,0.52,7.12,50.39,0.36,0.22,0.1,68.0,Satisfactory
Amaravati,2018-06-27,16.85,54.97,5.26,10.6,15.86,11.26,0.57,7.55,43.4,0.38,0.25,,56.0,Satisfactory
Amaravati,2018-06-28,16.46,33.5,5.95,17.41,23.36,11.74,0.61,4.72,40.44,0.48,0.5,0.3,65.0,Satisfactory
Amaravati,2018-06-29,18.4,49.43,4.29,,17.95,13.37,0.38,5.51,48.0,0.4,0.28,0.1,66.0,Satisfactory
Amaravati,2018-06-30,20.31,49.14,3.84,12.76,16.6,12.81,0.41,7.54,61.59,0.39,0.25,0.1,96.0,Satisfactory
Amaravati,2018-07-01,23.99,46.59,3.45,16.64,20.09,15.06,0.51,5.01,46.14,0.34,0.32,0.13,68.0,Satisfactory
Amaravati,2018-07-02,20.36,41.99,4.47,15.53,,13.73,0.52,6.62,53.13,0.32,0.27,0.11,76.0,Satisfactory
Amaravati,2018-07-03,15.08,38.79,5.11,13.96,19.07,10.28,0.4,4.9,44.36,0.32,0.25,0.11,70.0,Satisfactory
Amaravati,2018-07-04,19.42,69.33,5.64,13.23,18.87,10.96,0.41,5.6,47.28,0.29,0.25,0.1,75.0,Satisfactory
Amaravati,2018-07-05,13.93,48.97,5.11,10.72,15.830000000000002,11.11,0.33,6.52,44.77,0.3,0.25,0.1,73.0,Satisfactory
Amaravati,2018-07-06,18.29,41.01,6.12,17.63,23.75,13.21,0.63,6.53,37.35,0.32,0.29,0.13,85.0,Satisfactory
Amaravati,2018-07-07,17.25,32.02,2.58,6.82,9.4,11.04,0.37,4.65,65.23,0.29,0.2,0.2,83.0,Satisfactory
Amaravati,2018-07-08,13.43,26.94,2.11,5.31,7.42,9.79,0.46,5.17,54.03,0.26,0.2,,73.0,Satisfactory
Amaravati,2018-07-09,16.83,38.25,3.04,7.43,10.469999999999999,9.56,0.37,5.69,61.43,0.28,0.21,,75.0,Satisfactory
Amaravati,2018-07-10,18.16,38.17,3.03,6.81,9.84,10.87,0.36,5.36,53.27,0.24,0.21,,63.0,Satisfactory
Amaravati,2018-07-11,16.89,30.98,2.61,6.37,8.98,10.19,0.39,6.75,54.84,0.35,0.87,4.88,62.0,Satisfactory
Amaravati,2018-07-12,15.95,25.24,7.52,7.16,14.68,16.27,0.64,8.77,37.76,0.28,0.12,0.1,79.0,Satisfactory
Amaravati,2018-07-13,14.05,30.86,2.4,7.74,10.14,13.78,0.16,6.45,30.33,0.26,0.09,,37.0,Good
Amaravati,2018-07-14,9.85,29.97,3.12,7.5,10.620000000000001,15.05,0.4,6.02,21.63,0.22,0.08,,35.0,Good
Amaravati,2018-07-15,8.68,26.62,2.19,,7.199999999999999,12.07,0.31,6.29,19.52,0.2,0.06,0.1,31.0,Good
Amaravati,2018-07-16,7.5,24.01,3.64,6.56,10.2,11.23,0.3,7.42,20.89,0.23,0.08,,29.0,Good
Amaravati,2018-07-17,7.75,28.62,4.99,8.7,13.69,13.07,0.44,10.4,25.38,0.21,0.09,,32.0,Good
Amaravati,2018-07-18,10.45,41.47,4.1,11.13,15.23,14.62,0.47,9.94,28.24,0.21,0.09,0.1,39.0,Good
Amaravati,2018-07-19,12.7,49.26,4.31,,14.120000000000001,11.05,0.42,8.98,32.3,0.22,0.1,,48.0,Good
Amaravati,2018-07-20,14.48,35.5,5.28,12.77,18.05,12.61,0.5,9.81,24.28,0.19,0.07,0.1,42.0,Good
Amaravati,2018-07-21,17.96,47.61,5.68,14.95,20.63,14.75,0.69,6.51,32.73,0.19,0.12,0.15,73.0,Satisfactory
Amaravati,2018-07-22,16.87,50.6,2.22,7.8,10.02,14.92,0.38,12.46,31.82,0.18,0.06,,59.0,Satisfactory
Amaravati,2018-07-23,16.46,62.29,7.42,15.94,23.36,15.03,0.47,13.78,34.5,0.24,0.12,0.1,,
Amaravati,2018-07-24,17.42,56.44,5.71,16.26,21.970000000000002,15.6,0.47,11.83,28.85,0.21,0.11,0.1,55.0,Satisfactory
Amaravati,2018-07-25,17.79,68.97,7.15,16.25,23.4,14.24,0.62,10.42,26.08,0.16,0.08,0.2,86.0,Satisfactory
Amaravati,2018-07-26,18.75,82.27,4.66,15.45,20.11,16.15,0.55,9.13,27.44,0.16,0.1,,100.0,Satisfactory
Amaravati,2018-07-27,11.92,46.76,3.33,7.75,11.08,16.19,0.57,10.97,29.93,0.13,0.05,,85.0,Satisfactory
Amaravati,2018-07-28,17.74,80.26,,20.1,30.51,18.23,0.49,10.98,27.33,0.2,0.19,0.1,57.0,Satisfactory
Amaravati,2018-07-29,21.78,76.32,5.21,20.63,25.84,18.8,0.44,9.64,25.7,0.16,0.18,0.1,85.0,Satisfactory
Amaravati,2018-07-30,28.31,98.01,9.45,24.83,34.28,18.71,0.54,6.69,31.12,0.13,0.12,0.1,85.0,Satisfactory
Amaravati,2018-07-31,27.1,112.48,9.04,23.91,32.95,21.23,0.47,12.6,23.43,0.16,0.22,0.1,106.0,Moderate
Amaravati,2018-08-01,20.21,91.71,4.66,16.41,21.07,18.05,0.34,6.74,29.91,0.12,0.08,0.1,100.0,Satisfactory
Amaravati,2018-08-02,18.52,51.48,6.99,18.33,25.32,20.07,0.43,12.46,28.73,0.13,0.1,0.1,68.0,Satisfactory
Amaravati,2018-08-03,25.59,70.1,,21.95,32.28,21.89,0.5,8.64,26.4,0.13,0.14,0.12,61.0,Satisfactory
Amaravati,2018-08-04,21.79,75.21,4.79,15.65,20.44,19.74,0.38,11.1,30.57,0.12,0.08,0.2,71.0,Satisfactory
Amaravati,2018-08-05,24.0,80.0,1.4,28.8,30.2,35.2,0.95,2.9,17.6,0.2,0.1,,77.0,Satisfactory
Amaravati,2018-08-06,17.79,72.48,5.56,14.87,20.43,16.48,0.42,11.28,30.9,0.16,0.14,,,
Amaravati,2018-08-07,18.47,52.91,7.36,16.89,,16.57,0.8,11.49,22.14,0.11,0.09,0.1,111.0,Moderate
Amaravati,2018-08-08,16.73,40.15,6.61,16.05,22.66,19.69,0.44,9.02,20.11,0.11,0.07,0.13,47.0,Good
Amaravati,2018-08-09,18.72,57.71,7.08,25.46,32.54,22.11,0.42,12.33,18.28,0.12,0.15,0.1,47.0,Good
Amaravati,2018-08-10,11.39,28.72,4.4,11.2,15.6,24.46,0.39,9.47,21.17,0.12,0.07,0.1,48.0,Good
Amaravati,2018-08-11,10.62,19.96,3.71,9.32,13.030000000000001,17.43,0.59,10.32,14.62,0.07,0.03,0.1,49.0,Good
Amaravati,2018-08-12,8.1,15.83,2.78,8.58,11.36,11.88,0.77,8.72,14.52,0.0,0.0,,50.0,Good
Amaravati,2018-08-13,9.28,16.42,5.01,,12.86,14.27,0.92,8.12,12.29,0.04,0.03,0.1,57.0,Satisfactory
Amaravati,2018-08-14,7.45,20.5,3.99,8.92,12.91,14.63,0.88,8.35,16.01,0.05,0.04,0.1,60.0,Satisfactory
Amaravati,2018-08-15,15.32,45.04,3.13,10.48,13.61,15.07,0.88,8.93,14.12,0.1,0.06,0.1,52.0,Satisfactory
Amaravati,2018-08-16,8.84,23.71,3.77,6.74,10.51,18.92,0.95,8.39,21.01,0.1,0.02,,54.0,Satisfactory
Amaravati,2018-08-17,11.39,24.61,3.02,7.96,10.98,13.6,0.96,11.82,26.34,0.1,0.02,0.1,63.0,Satisfactory
Amaravati,2018-08-18,12.51,32.52,2.71,,9.309999999999999,14.61,0.86,9.47,28.28,0.1,0.02,0.1,53.0,Satisfactory
Amaravati,2018-08-19,8.71,14.17,,6.04,7.4,20.04,1.03,8.12,22.3,0.1,0.01,0.1,56.0,Satisfactory
Amaravati,2018-08-20,10.46,22.96,6.49,11.24,17.73,13.4,0.99,10.48,18.45,0.17,0.09,,,
Amaravati,2018-08-21,11.3,27.28,5.81,11.69,17.5,9.62,1.2,9.05,24.93,0.12,0.07,,112.0,Moderate
Amaravati,2018-08-22,7.0,7.8,1.7,7.66,9.36,17.12,1.08,8.39,17.77,0.09,0.0,0.1,75.0,Satisfactory
Amaravati,2018-08-23,11.44,32.62,3.08,12.02,15.1,12.88,0.74,8.98,33.9,0.1,0.08,,,
Amaravati,2018-08-24,15.76,40.74,4.78,19.03,23.810000000000002,16.38,1.36,9.46,23.34,0.1,0.09,0.15,89.0,Satisfactory
Amaravati,2018-08-25,18.79,60.26,5.2,20.45,25.65,18.52,1.1,10.01,22.54,0.1,0.07,0.1,76.0,Satisfactory
Amaravati,2018-08-26,15.05,43.47,3.3,14.59,17.89,19.91,0.95,10.12,22.85,0.1,0.04,,78.0,Satisfactory
Amaravati,2018-08-27,10.1,23.92,4.73,13.33,18.060000000000002,19.26,0.87,9.24,20.67,0.1,0.08,0.1,66.0,Satisfactory
Amaravati,2018-08-28,14.43,43.47,6.66,16.04,22.7,17.73,0.95,9.76,24.54,0.09,0.06,0.13,61.0,Satisfactory
Amaravati,2018-08-29,22.65,57.46,4.52,16.8,21.32,19.88,1.18,8.89,29.44,0.1,0.08,0.1,83.0,Satisfactory
Amaravati,2018-08-30,28.45,81.89,6.68,19.36,26.04,20.7,1.39,9.78,29.76,0.1,0.07,0.1,87.0,Satisfactory
Amaravati,2018-08-31,24.94,69.22,3.56,19.99,23.549999999999997,20.42,1.4,11.98,28.1,0.04,0.06,0.1,97.0,Satisfactory
Amaravati,2018-09-01,26.24,62.75,4.63,21.34,25.97,24.55,1.68,11.17,27.98,0.07,0.12,0.1,98.0,Satisfactory
Amaravati,2018-09-02,30.6,76.16,7.16,24.63,31.79,22.37,1.71,11.64,24.36,0.11,0.18,0.12,99.0,Satisfactory
Amaravati,2018-09-03,21.81,78.68,12.19,,35.94,21.76,1.64,11.8,29.05,0.09,0.07,,94.0,Satisfactory
Amaravati,2018-09-04,24.22,86.08,9.81,26.49,36.3,21.11,1.68,11.54,26.93,0.09,0.1,0.1,98.0,Satisfactory
Amaravati,2018-09-05,19.82,71.36,5.45,17.14,22.59,20.62,1.82,12.89,29.25,0.07,0.09,,102.0,Moderate
Amaravati,2018-09-06,25.11,81.43,6.01,21.87,27.880000000000003,16.71,1.57,11.73,31.81,0.09,0.08,,96.0,Satisfactory
Amaravati,2018-09-07,31.3,101.05,9.49,,34.71,18.06,1.48,11.06,35.61,0.08,0.16,0.1,90.0,Satisfactory
Amaravati,2018-09-08,27.1,89.38,11.58,21.31,32.89,23.69,1.54,10.21,28.77,0.08,0.11,0.1,106.0,Moderate
Amaravati,2018-09-09,,,,,,,,,,,,,82.0,Satisfactory
Amaravati,2018-09-10,26.73,71.95,12.65,30.67,43.32,23.97,1.32,12.74,37.63,0.04,0.11,0.13,,
Amaravati,2018-09-11,33.28,75.5,10.44,32.4,42.839999999999996,23.03,1.11,8.91,30.15,0.07,0.07,0.1,88.0,Satisfactory
Amaravati,2018-09-12,40.66,82.62,4.78,23.58,28.36,21.37,0.76,10.9,38.55,0.05,0.03,,103.0,Moderate
Amaravati,2018-09-13,40.56,66.97,2.56,17.56,20.119999999999997,22.66,0.62,11.29,37.87,0.07,0.11,0.1,76.0,Satisfactory
Amaravati,2018-09-14,37.93,67.4,3.85,20.86,24.71,19.44,0.78,8.91,34.81,0.07,0.17,0.14,68.0,Satisfactory
Amaravati,2018-09-15,31.64,69.39,2.6,18.65,,24.14,0.66,9.58,39.56,0.06,0.07,0.1,75.0,Satisfactory
Amaravati,2018-09-16,,,,,,,,,,,,,,
Amaravati,2018-09-17,27.69,49.21,7.18,27.31,34.489999999999995,19.1,1.56,9.59,40.29,0.04,0.07,0.1,,
Amaravati,2018-09-18,22.12,34.83,3.73,16.1,19.830000000000002,18.14,1.34,10.48,41.51,0.01,0.02,,89.0,Satisfactory
Amaravati,2018-09-19,29.25,52.84,4.16,17.41,21.57,17.82,0.81,11.24,42.2,0.0,0.03,,79.0,Satisfactory
Amaravati,2018-09-20,38.32,80.97,3.61,26.27,29.88,18.04,0.65,13.38,25.95,0.05,0.18,,65.0,Satisfactory
Amaravati,2018-09-21,35.02,71.42,2.84,21.04,23.88,19.86,0.74,6.28,41.37,0.02,0.03,0.1,80.0,Satisfactory
Amaravati,2018-09-22,24.29,50.33,3.45,13.45,16.9,18.22,0.97,14.1,47.86,0.03,0.07,0.1,81.0,Satisfactory
Amaravati,2018-09-23,19.69,50.18,3.1,12.18,15.28,16.71,0.43,12.28,27.91,0.0,0.02,,52.0,Satisfactory
Amaravati,2018-09-24,18.81,50.51,6.24,14.01,20.25,15.48,0.92,14.67,20.67,0.01,0.02,,89.0,Satisfactory
Amaravati,2018-09-25,26.13,60.44,8.3,22.94,31.240000000000002,19.43,0.82,27.0,30.84,0.03,7.96,12.4,59.0,Satisfactory
Amaravati,2018-09-26,24.08,45.81,,27.49,35.66,18.56,0.84,13.47,27.49,0.03,0.07,0.12,62.0,Satisfactory
Amaravati,2018-09-27,21.81,37.31,6.87,28.22,35.089999999999996,19.6,0.62,17.33,25.36,0.02,0.13,,52.0,Satisfactory
Amaravati,2018-09-28,11.15,34.75,9.61,12.53,22.14,22.26,0.71,11.43,21.89,0.01,0.03,,,
Amaravati,2018-09-29,14.58,41.04,15.55,15.29,30.84,15.78,0.85,14.92,20.11,0.03,0.06,,61.0,Satisfactory
Amaravati,2018-09-30,,42.61,10.61,,25.509999999999998,16.9,0.84,11.9,25.72,0.01,0.06,,57.0,Satisfactory
Amaravati,2018-10-01,8.98,37.07,6.59,12.51,19.1,18.93,0.75,8.48,21.47,0.0,0.03,,49.0,Good
Amaravati,2018-10-02,9.7,30.1,20.22,13.81,34.03,16.77,0.72,7.25,14.92,0.01,0.1,,48.0,Good
Amaravati,2018-10-03,13.11,41.43,8.07,,22.18,16.96,0.79,19.9,43.39,0.04,0.06,,,
Amaravati,2018-10-04,14.15,39.67,7.63,14.53,22.16,16.17,0.54,13.81,30.86,0.01,0.05,,,
Amaravati,2018-10-05,25.88,56.44,6.94,17.79,24.73,15.01,0.84,12.41,27.48,0.04,0.21,0.1,56.0,Satisfactory
Amaravati,2018-10-06,49.7,109.35,8.38,25.91,34.29,17.96,0.76,14.31,46.63,0.05,0.16,0.1,80.0,Satisfactory
Amaravati,2018-10-07,68.66,163.06,11.84,36.24,48.08,26.12,0.86,10.92,28.42,0.09,0.07,,121.0,Moderate
Amaravati,2018-10-08,53.52,122.89,14.4,35.17,,16.36,1.44,13.94,52.71,0.06,0.08,0.11,,
Amaravati,2018-10-09,65.16,184.84,22.45,52.69,75.14,18.53,1.07,25.5,37.46,0.08,0.14,0.1,142.0,Moderate
Amaravati,2018-10-10,52.88,172.08,5.52,26.45,31.97,21.36,0.81,31.74,57.33,0.04,0.05,0.1,154.0,Moderate
Amaravati,2018-10-11,54.08,157.38,3.63,26.71,30.34,17.82,1.02,27.31,76.78,0.06,0.03,,,
Amaravati,2018-10-12,40.99,122.69,4.32,29.54,33.86,17.01,0.6,24.37,44.5,0.06,0.08,0.1,130.0,Moderate
Amaravati,2018-10-13,47.2,116.44,5.83,28.13,33.96,19.97,0.88,16.73,36.92,0.06,0.09,,109.0,Moderate
Amaravati,2018-10-14,39.22,102.6,4.9,24.58,29.479999999999997,22.01,0.95,10.6,25.73,0.0,0.06,0.1,113.0,Moderate
Amaravati,2018-10-15,36.86,76.61,8.26,27.36,35.62,20.86,1.09,9.33,21.11,0.02,0.12,0.14,91.0,Satisfactory
Amaravati,2018-10-16,34.41,72.03,10.35,25.38,35.73,19.19,1.07,10.8,21.99,0.02,0.19,0.28,77.0,Satisfactory
Amaravati,2018-10-17,22.05,48.93,,18.92,24.96,19.77,0.94,10.51,26.78,0.0,0.02,,80.0,Satisfactory
Amaravati,2018-10-18,,,,,,,,,,,,,,
Amaravati,2018-10-19,,,,,,,,,,,,,,
Amaravati,2018-10-20,,,,,,,,,,,,,,
Amaravati,2018-10-21,,,,,,,,,,,,,,
Amaravati,2018-10-22,72.23,183.25,7.73,41.66,49.39,15.61,1.21,38.88,44.59,0.09,0.15,,,
Amaravati,2018-10-23,71.31,155.98,11.55,25.88,37.43,14.58,1.29,11.32,34.32,0.06,0.08,,149.0,Moderate
Amaravati,2018-10-24,63.54,130.58,,25.81,30.22,15.53,1.17,19.34,47.53,0.07,0.07,,133.0,Moderate
Amaravati,2018-10-25,52.92,125.33,4.1,37.63,41.730000000000004,13.51,1.66,13.7,45.81,0.06,0.11,0.1,,
Amaravati,2018-10-26,56.53,128.8,9.84,36.38,46.22,16.01,1.18,13.43,41.17,0.08,0.15,0.1,122.0,Moderate
Amaravati,2018-10-27,69.42,167.05,1.79,,47.61,14.06,1.35,23.42,39.0,0.07,0.38,0.14,133.0,Moderate
Amaravati,2018-10-28,53.53,119.1,1.52,38.23,39.75,13.73,0.88,15.52,37.22,0.07,0.28,0.14,133.0,Moderate
Amaravati,2018-10-29,48.33,115.41,1.38,36.77,38.150000000000006,15.37,1.16,28.74,37.42,0.08,0.22,0.1,118.0,Moderate
Amaravati,2018-10-30,58.65,125.68,,36.24,37.47,14.82,1.26,14.54,31.09,0.07,0.13,0.13,118.0,Moderate
Amaravati,2018-10-31,33.33,65.58,1.24,19.63,20.869999999999997,12.35,0.88,10.4,32.06,0.04,0.15,,98.0,Satisfactory
Amaravati,2018-11-01,17.62,37.38,5.59,35.39,40.980000000000004,15.23,0.6,12.5,37.06,0.0,0.02,,,
Amaravati,2018-11-02,14.54,53.23,9.13,36.62,,1.81,0.84,8.95,20.93,0.0,0.04,,,
Amaravati,2018-11-03,12.7,38.49,4.68,30.66,,1.62,0.89,8.59,23.45,0.0,0.05,,75.0,Satisfactory
Amaravati,2018-11-04,16.86,36.56,4.6,26.48,31.08,2.72,0.55,10.19,21.33,0.0,0.05,,45.0,Good
Amaravati,2018-11-05,21.58,68.71,20.4,39.44,,3.41,0.73,10.43,19.42,0.0,0.07,0.1,61.0,Satisfactory
Amaravati,2018-11-06,23.22,64.84,20.42,39.56,59.980000000000004,2.15,0.89,10.33,21.33,0.01,0.11,0.1,86.0,Satisfactory
Amaravati,2018-11-07,28.39,71.27,11.5,45.23,56.73,0.3,1.04,10.36,35.14,0.01,0.05,,70.0,Satisfactory
Amaravati,2018-11-08,43.23,97.64,5.87,48.0,53.87,0.75,0.84,15.03,36.26,0.01,0.07,,,
Amaravati,2018-11-09,51.51,111.28,20.08,57.93,78.00999999999999,2.03,1.07,12.3,26.53,0.04,0.11,0.1,105.0,Moderate
Amaravati,2018-11-10,56.85,115.5,16.11,62.91,79.02,2.73,0.82,18.89,27.44,0.03,0.09,0.1,106.0,Moderate
Amaravati,2018-11-11,68.25,129.41,15.11,,80.11,3.53,1.22,25.14,30.3,0.08,0.29,0.1,120.0,Moderate
Amaravati,2018-11-12,84.48,164.24,14.25,80.74,94.99,3.19,1.21,30.44,33.39,0.1,0.39,0.25,156.0,Moderate
Amaravati,2018-11-13,77.38,173.47,,75.54,98.09,4.88,1.15,30.69,35.94,0.09,0.29,0.16,182.0,Moderate
Amaravati,2018-11-14,71.23,160.66,15.11,89.44,104.55,3.45,1.48,38.91,32.4,0.12,0.56,0.2,144.0,Moderate
Amaravati,2018-11-15,38.29,93.11,6.56,64.69,71.25,7.46,1.32,24.47,43.96,0.08,0.09,,,
Amaravati,2018-11-16,15.69,43.67,15.32,46.68,62.0,8.41,0.73,10.63,18.09,0.01,0.06,0.1,,
Amaravati,2018-11-17,16.21,48.0,13.93,43.42,57.35,8.82,0.87,7.51,17.51,0.01,0.07,,64.0,Satisfactory
Amaravati,2018-11-18,19.48,46.57,14.56,,50.480000000000004,10.76,0.84,7.49,15.47,0.01,0.07,0.1,56.0,Satisfactory
Amaravati,2018-11-19,26.8,66.67,5.44,38.81,44.25,9.87,1.03,9.65,22.63,0.0,0.04,,80.0,Satisfactory
Amaravati,2018-11-20,48.35,100.01,3.87,38.27,42.14,10.18,1.07,12.15,35.86,0.0,0.04,,88.0,Satisfactory
Amaravati,2018-11-21,50.02,100.82,3.59,47.93,51.519999999999996,7.09,0.89,16.66,43.61,0.02,0.08,,102.0,Moderate
Amaravati,2018-11-22,59.2,112.7,5.92,60.41,66.33,6.46,0.86,31.55,39.89,0.05,0.16,,,
Amaravati,2018-11-23,56.0,112.5,11.95,87.35,,4.5,1.43,13.65,59.8,0.1,0.1,,,
Amaravati,2018-11-24,51.25,107.69,2.74,82.32,85.05999999999999,2.1,1.08,20.63,57.6,0.04,0.01,,,
Amaravati,2018-11-25,78.19,183.0,5.87,78.98,84.85000000000001,3.41,1.32,19.96,50.12,0.05,0.08,0.1,,
Amaravati,2018-11-26,85.11,183.15,9.11,97.16,106.27,3.61,1.28,17.17,37.99,0.1,0.23,0.11,189.0,Moderate
Amaravati,2018-11-27,93.95,190.73,19.47,105.22,124.69,3.81,1.81,20.78,39.9,0.11,0.3,0.15,190.0,Moderate
Amaravati,2018-11-28,80.96,152.44,4.73,89.01,93.74000000000001,2.95,1.51,15.71,41.41,0.12,0.26,0.11,215.0,Poor
Amaravati,2018-11-29,52.64,97.29,3.64,66.83,70.47,2.12,1.84,19.81,49.85,0.09,0.04,,,
Amaravati,2018-11-30,60.52,154.02,6.73,81.64,88.37,6.0,0.9,39.76,33.93,0.05,0.17,0.13,,
Amaravati,2018-12-01,77.86,159.49,10.69,90.28,100.97,4.66,1.16,14.21,22.45,0.1,0.5,0.13,145.0,Moderate
Amaravati,2018-12-02,70.89,125.4,3.58,68.12,,1.79,1.17,13.87,29.82,0.07,0.44,0.12,160.0,Moderate
Amaravati,2018-12-03,74.34,129.57,4.54,69.78,74.32000000000001,3.38,1.09,14.03,33.95,0.09,0.12,0.1,130.0,Moderate
Amaravati,2018-12-04,97.09,143.69,4.09,86.95,,1.52,1.11,13.62,33.03,0.1,0.12,0.12,176.0,Moderate
Amaravati,2018-12-05,89.63,137.58,4.32,76.89,81.21000000000001,10.9,1.6,14.31,32.5,0.1,0.21,,245.0,Poor
Amaravati,2018-12-06,86.92,139.02,4.57,85.21,89.78,8.52,1.11,13.06,35.15,0.09,0.08,,,
Amaravati,2018-12-07,100.1,155.25,4.45,92.4,96.85000000000001,6.31,0.76,10.86,27.99,0.1,0.11,,209.0,Poor
Amaravati,2018-12-08,110.12,172.67,5.15,92.9,98.05000000000001,8.66,1.37,11.12,33.26,0.1,0.05,,256.0,Poor
Amaravati,2018-12-09,111.21,170.04,4.42,76.7,81.12,10.99,1.47,10.17,31.17,0.06,0.06,0.1,266.0,Poor
Amaravati,2018-12-10,107.24,162.72,5.85,72.27,78.11999999999999,13.91,1.14,9.58,28.5,0.09,0.04,0.1,276.0,Poor
Amaravati,2018-12-11,89.07,160.83,5.59,72.19,77.78,17.31,1.23,11.7,29.51,0.07,0.05,0.1,218.0,Poor
Amaravati,2018-12-12,93.1,163.9,5.46,77.58,83.03999999999999,16.59,0.97,13.75,33.59,0.1,0.11,,206.0,Poor
Amaravati,2018-12-13,76.94,160.28,6.68,79.86,86.53999999999999,15.05,0.97,18.13,29.35,0.1,0.16,0.14,,
Amaravati,2018-12-14,90.61,164.19,5.37,74.89,80.26,16.85,1.07,17.68,31.59,0.11,0.3,0.15,180.0,Moderate
Amaravati,2018-12-15,96.57,174.31,3.33,57.77,61.1,18.28,1.1,23.81,39.75,0.11,0.11,0.1,217.0,Poor
Amaravati,2018-12-16,78.15,137.52,3.6,50.62,54.22,20.78,0.96,23.87,26.46,0.07,0.15,,211.0,Poor
Amaravati,2018-12-17,19.26,22.54,2.0,30.38,32.379999999999995,21.15,0.7,10.94,18.91,0.0,0.0,,90.0,Satisfactory
Amaravati,2018-12-18,10.89,19.98,2.2,28.6,30.8,22.45,0.45,12.41,17.5,0.0,0.0,,49.0,Good
Amaravati,2018-12-19,16.38,33.04,,39.69,44.459999999999994,23.12,0.67,44.59,19.12,0.0,0.01,,46.0,Good
Amaravati,2018-12-20,30.48,69.23,9.24,67.05,76.28999999999999,20.44,1.28,57.72,22.1,0.03,0.07,0.1,,
Amaravati,2018-12-21,48.88,84.99,6.61,63.12,69.73,19.24,0.94,29.45,23.97,0.06,0.16,0.11,81.0,Satisfactory
Amaravati,2018-12-22,55.24,81.9,3.65,55.65,59.3,17.93,1.17,13.62,27.34,0.07,0.15,0.1,89.0,Satisfactory
Amaravati,2018-12-23,83.4,121.25,2.86,46.47,49.33,20.01,1.0,12.32,32.68,0.08,0.21,0.1,136.0,Moderate
Amaravati,2018-12-24,93.78,142.65,5.55,67.51,73.06,19.51,1.34,42.75,29.16,0.1,0.21,0.1,199.0,Moderate
Amaravati,2018-12-25,92.72,135.61,13.43,77.45,90.88,19.49,1.16,20.19,24.79,0.1,0.22,0.11,221.0,Poor
Amaravati,2018-12-26,76.48,114.53,12.45,69.63,82.08,18.65,1.08,13.32,24.73,0.05,0.05,,178.0,Moderate
Amaravati,2018-12-27,50.45,87.25,5.44,51.24,56.68,21.42,0.89,10.45,27.83,0.0,0.01,,,
Amaravati,2018-12-28,73.19,127.1,13.43,69.17,82.6,21.66,0.92,25.43,22.5,0.07,0.22,0.1,119.0,Moderate
Amaravati,2018-12-29,82.53,145.06,5.44,67.17,72.61,21.34,1.01,28.57,24.03,0.09,0.19,0.13,153.0,Moderate
Amaravati,2018-12-30,95.18,154.73,4.57,76.4,80.97,15.29,1.34,33.25,30.68,0.1,0.36,0.15,202.0,Poor
Amaravati,2018-12-31,79.29,136.71,,74.24,78.47999999999999,15.82,1.1,40.52,28.79,0.09,0.23,0.16,191.0,Moderate
Amaravati,2019-01-01,83.17,140.9,6.56,83.38,89.94,15.16,1.09,30.85,24.84,0.1,0.21,0.11,183.0,Moderate
Amaravati,2019-01-02,109.97,189.28,13.93,124.57,138.5,10.65,1.38,48.92,30.25,0.11,0.25,0.13,210.0,Poor
Amaravati,2019-01-03,139.38,230.27,35.59,140.17,175.76,8.7,1.24,42.26,20.87,0.13,0.58,0.13,304.0,Very Poor
Amaravati,2019-01-04,126.47,187.83,9.48,106.1,115.58,9.27,1.43,15.29,26.24,0.12,0.25,0.1,312.0,Very Poor
Amaravati,2019-01-05,127.94,196.3,6.73,92.41,99.14,11.1,1.33,15.9,28.51,0.11,0.31,0.1,304.0,Very Poor
Amaravati,2019-01-06,126.66,184.73,9.63,94.51,104.14,13.66,1.45,11.75,26.07,0.12,0.22,0.1,306.0,Very Poor
